﻿序號,縣市別代碼,機關代碼,市話,傳真,年,月,日,時,分,縣市,區,死亡數量,受傷數量,2-30,天候,道路照明設備,道路類別,道路速限,道路型態,事故位置,路面鋪裝,路面狀態,路面缺陷,障礙物,視距,號誌種類,號誌動作,分向設施,快車道或一般車道間,快慢車道間,路面邊線,事故類型及型態,受傷程度,主要傷處,保護裝備,行動電話或功能裝置,當事者區分(類別),車輛用途,當事者行動狀態,駕照狀態,駕照種類,飲酒情形,車輛撞擊部位最初,車輛撞擊部位其他,肇事因素個別,肇事因素主要,肇事逃逸,職業,共享經濟或外送平台,GPS座標X,GPS座標Y,事故類別
"10990","66000","387130000C","(04)23274275","(04)23288582","2026","1","27","11","21","臺中市","潭子區","0","0","0","7","","","60","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","8","8","1","13","4","120.690332","24.225569","3"
"10991","66000","387130000C","(04)23274275","(04)23288582","2026","1","27","11","27","臺中市","北屯區","0","0","0","7","","","50","","","","","","","","","","","","","","16","","","","","B03","","","1","","1","","","20","20","1","12","4","120.710692","24.182133","3"
"10992","66000","387130000C","(04)23274275","(04)23288582","2026","1","27","11","29","臺中市","沙鹿區","0","0","0","7","","","50","","","","","","","","","","","","","","","","","","","C03","","","1","","2","","","82","82","1","12","4","120.570418","24.200185","3"
"10993","66000","387130000C","(04)23274275","(04)23288582","2026","1","27","11","30","臺中市","大雅區","0","1","0","7","3","6","30","13","9","1","5","4","6","6","4","4","10","5","5","2","9","2","8","2","1","C03","7","9","1","10","2","14","","41","41","1","12","4","120.648763","24.223565","2"
"10994","66000","387130000C","(04)23274275","(04)23288582","2026","1","27","11","30","臺中市","沙鹿區","0","1","0","7","2","6","50","13","9","1","5","4","6","6","4","4","8","4","5","2","14","3","10","3","1","B03","7","2","1","8","2","6","","49","49","1","12","4","120.557304","24.23899","2"
"10995","66000","387130000C","(04)23274275","(04)23288582","2026","1","27","11","33","臺中市","東區","0","1","0","7","1","6","30","4","1","1","5","4","6","6","1","1","10","5","5","2","16","3","10","3","1","B12","7","5","1","8","2","6","","11","11","1","6","4","120.708245","24.135807","2"
"10996","66000","387130000C","(04)23274275","(04)23288582","2026","1","27","11","40","臺中市","沙鹿區","0","1","0","7","2","6","40","13","8","1","5","4","6","6","4","4","1","4","3","1","12","2","9","2","1","C03","7","9","1","10","2","14","","84","84","1","6","4","120.572496","24.231906","2"
"10997","66000","387130000C","(04)23274275","(04)23288582","2026","1","27","11","44","臺中市","外埔區","0","0","0","7","2","6","30","4","1","1","5","4","3","3","4","4","10","5","5","1","15","3","10","1","1","C03","7","9","1","10","1","11","","15","15","1","12","2","120.640388","24.342613","3"
"10998","66000","387130000C","(04)23274275","(04)23288582","2026","1","27","11","46","臺中市","西屯區","0","0","0","7","","","50","","","","","","","","","","","","","","12","","","","","B03","","","1","","1","","","7","7","1","12","4","120.656829","24.201095","3"
"10999","66000","387130000C","(04)23274275","(04)23288582","2026","1","27","11","47","臺中市","烏日區","0","1","0","7","2","6","50","13","8","1","5","4","6","6","4","4","3","4","4","1","16","3","10","3","1","B03","7","7","1","8","2","2","","40","40","1","6","4","120.62705","24.104132","2"
"11000","66000","387130000C","(04)23274275","(04)23288582","2026","1","27","11","49","臺中市","豐原區","0","0","0","7","","","30","","","","","","","","","","","","","","21","","","","","B12","","","1","","2","","","8","8","1","13","4","120.71864","24.238098","3"
"11001","66000","387130000C","(04)23274275","(04)23288582","2026","1","27","11","50","臺中市","龍井區","0","0","0","7","","","50","","","","","","","","","","","","","","13","","","","","B13","","","1","","2","","","59","59","1","12","4","120.540932","24.176225","3"
"11002","66000","387130000C","(04)23274275","(04)23288582","2026","1","27","11","51","臺中市","霧峰區","0","0","0","7","","","30","","","","","","","","","","","","","","17","","","","","B12","","","1","","2","","","84","84","1","12","4","120.665718","24.036947","3"
"11003","66000","387130000C","(04)23274275","(04)23288582","2026","1","27","11","51","臺中市","大里區","0","0","0","7","","","30","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","49","49","1","12","4","120.68842","24.109654","3"
"11004","66000","387130000C","(04)23274275","(04)23288582","2026","1","27","11","55","臺中市","南屯區","0","0","0","7","","","60","","","","","","","","","","","","","","","","","","","A11","","","1","","2","","","40","40","1","12","4","120.637187","24.119892","3"
"11005","66000","387130000C","(04)23274275","(04)23288582","2026","1","27","11","55","臺中市","霧峰區","0","0","0","7","","","70","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","84","84","1","12","4","120.675369","24.041322","3"
"11006","66000","387130000C","(04)23274275","(04)23288582","2026","1","27","11","59","臺中市","太平區","0","1","0","7","2","6","50","4","1","1","5","4","6","6","2","1","10","5","5","2","3","3","10","3","1","B03","7","6","1","8","2","5","","10","10","1","13","4","120.723757","24.133871","2"
"11007","66000","387130000C","(04)23274275","(04)23288582","2026","1","27","12","0","臺中市","西區","0","2","0","7","3","6","50","4","1","1","5","4","6","6","1","1","10","5","5","2","9","3","10","2","1","C03","7","9","1","10","2","11","","10","10","1","12","4","120.6754","24.141764","2"
"11008","66000","387130000C","(04)23274275","(04)23288582","2026","1","27","12","8","臺中市","太平區","0","1","0","7","2","6","50","13","9","1","5","4","6","6","4","4","9","5","5","1","16","3","10","2","1","C03","7","6","1","10","2","14","","20","20","1","12","4","120.711102","24.160164","2"
"11009","66000","387130000C","(04)23274275","(04)23288582","2026","1","27","12","10","臺中市","沙鹿區","0","0","0","7","","","40","","","","","","","","","","","","","","12","","","","","B03","","","1","","2","","","51","51","1","12","4","120.560082","24.239949","3"
"11010","66000","387130000C","(04)23274275","(04)23288582","2026","1","27","12","12","臺中市","西區","0","1","0","7","2","6","50","13","8","1","5","4","6","6","4","4","10","5","4","2","16","3","10","3","1","B03","7","5","1","8","2","2","","47","47","1","12","4","120.667718","24.146673","2"
"11011","66000","387130000C","(04)23274275","(04)23288582","2026","1","27","12","14","臺中市","北屯區","0","0","0","7","","","30","","","","","","","","","","","","","","17","","","","","C03","","","3","","2","","","20","20","1","6","4","120.724403","24.176255","3"
"11012","66000","387130000C","(04)23274275","(04)23288582","2026","1","27","12","14","臺中市","梧棲區","0","0","0","7","","","50","","","","","","","","","","","","","","14","","","","","A31","","","1","","2","","","49","49","1","6","4","120.534799","24.259228","3"
"11013","66000","387130000C","(04)23274275","(04)23288582","2026","1","27","12","15","臺中市","神岡區","0","0","0","7","","","30","","","","","","","","","","","","","","14","","","","","B03","","","1","","2","","","49","49","1","12","4","120.689767","24.247986","3"
"11014","66000","387130000C","(04)23274275","(04)23288582","2026","1","27","12","17","臺中市","北屯區","0","0","0","7","","3","40","","","","","","","","","","","","","","","","","","","B03","","","1","","1","","","58","58","1","6","4","120.682844","24.200909","3"
"11015","66000","387130000C","(04)23274275","(04)23288582","2026","1","27","12","19","臺中市","西屯區","0","1","0","7","2","6","50","13","9","1","5","4","6","6","1","1","5","5","5","2","12","3","10","3","1","B03","7","9","1","8","2","2","","84","84","1","12","4","120.641246","24.178526","2"
"11016","66000","387130000C","(04)23274275","(04)23288582","2026","1","27","12","20","臺中市","大肚區","0","1","0","7","2","6","40","13","8","1","5","4","6","6","4","4","1","4","4","1","13","2","1","5","4","F01","7","9","7","21","2","11","","59","59","1","6","4","120.54854","24.144255","2"
"11017","66000","387130000C","(04)23274275","(04)23288582","2026","1","27","12","20","臺中市","烏日區","0","1","0","7","2","6","50","3","1","1","5","4","6","6","1","1","10","5","5","2","17","3","10","5","4","B12","7","5","1","8","2","2","","11","11","1","5","4","120.642919","24.074338","2"
"11018","66000","387130000C","(04)23274275","(04)23288582","2026","1","27","12","24","臺中市","北區","0","0","0","7","","","50","","","","","","","","","","","","","","17","","","","","B01","","","1","","1","","","84","84","1","13","4","120.681265","24.163293","3"
"11019","66000","387130000C","(04)23274275","(04)23288582","2026","1","27","12","27","臺中市","南屯區","0","1","0","7","3","6","50","4","1","1","5","4","6","6","1","1","10","5","5","2","15","3","10","2","1","C03","7","9","1","10","2","12","","21","21","1","13","4","120.623126","24.14959","2"
"11020","66000","387130000C","(04)23274275","(04)23288582","2026","1","27","12","34","臺中市","大甲區","0","0","0","7","","","50","","","","","","","","","","","","","","","","","","","B03","","","1","","1","","","49","49","1","6","4","120.645358","24.405618","3"
"11021","66000","387130000C","(04)23274275","(04)23288582","2026","1","27","12","35","臺中市","西區","0","2","0","7","2","6","50","4","1","1","5","4","6","6","4","4","10","5","5","2","15","2","8","1","1","C03","7","9","1","10","2","12","","12","12","1","13","4","120.658334","24.144661","2"
"11022","66000","387130000C","(04)23274275","(04)23288582","2026","1","27","12","39","臺中市","東區","0","1","0","7","2","6","50","13","9","1","5","4","6","6","4","4","9","5","5","2","17","3","10","3","1","B03","7","11","1","8","2","4","","45","45","1","13","4","120.69198","24.134789","2"
"11023","66000","387130000C","(04)23274275","(04)23288582","2026","1","27","12","40","臺中市","西屯區","0","0","0","7","","","30","","","","","","","","","","","","","","14","","","","","B12","","","1","","1","","","49","49","1","12","4","120.639477","24.1856","3"
"11024","66000","387130000C","(04)23274275","(04)23288582","2026","1","27","12","43","臺中市","北屯區","0","0","0","7","","","50","","","","","","","","","","","","","","14","","","","","B12","","","1","","1","","","49","49","1","12","4","120.716397","24.17087","3"
"11025","66000","387130000C","(04)23274275","(04)23288582","2026","1","27","12","48","臺中市","清水區","0","1","0","7","3","6","30","4","1","1","5","4","6","6","4","4","9","4","5","1","15","2","9","1","1","C03","7","9","5","10","2","11","","15","15","1","12","4","120.57739","24.287254","2"
"11026","66000","387130000C","(04)23274275","(04)23288582","2026","1","27","12","49","臺中市","南屯區","0","2","0","7","2","6","50","4","1","1","5","4","6","6","1","1","5","5","4","2","15","2","9","4","1","F07","7","9","7","21","2","11","","21","21","1","12","4","120.635139","24.138732","2"
"11027","66000","387130000C","(04)23274275","(04)23288582","2026","1","27","12","50","臺中市","豐原區","0","0","0","7","","","50","","","","","","","","","","","","","","17","","","","","B03","","","1","","2","","","8","8","1","12","4","120.71475","24.259915","3"
"11028","66000","387130000C","(04)23274275","(04)23288582","2026","1","27","12","52","臺中市","石岡區","0","0","0","7","","","50","","","","","","","","","","","","","","12","","","","","B12","","","1","","1","","","40","40","1","13","4","120.765261","24.276747","3"
"11029","66000","387130000C","(04)23274275","(04)23288582","2026","1","27","12","53","臺中市","梧棲區","0","1","0","7","3","6","30","3","1","1","5","4","6","6","4","4","10","5","5","2","16","3","10","3","1","B03","7","1","1","8","2","8","","51","51","1","6","4","120.547279","24.246671","2"
"11030","66000","387130000C","(04)23274275","(04)23288582","2026","1","27","12","59","臺中市","南區","0","0","0","7","","","30","","","","","","","","","","","","","","17","","","","","C03","","","1","","1","","","14","14","1","6","4","120.671672","24.116736","3"
"11031","66000","387130000C","(04)23274275","(04)23288582","2026","1","27","13","4","臺中市","西區","0","2","0","7","1","6","40","4","1","1","5","4","6","6","1","1","10","5","5","2","16","2","9","1","1","C03","7","11","1","10","2","12","","23","23","1","6","4","120.657238","24.152352","2"
"11032","66000","387130000C","(04)23274275","(04)23288582","2026","1","27","13","5","臺中市","北區","0","0","0","7","","","50","","","","","","","","","","","","","","17","","","","","B03","","","1","","1","","","84","84","1","13","4","120.686304","24.145981","3"
"11033","66000","387130000C","(04)23274275","(04)23288582","2026","1","27","13","7","臺中市","北屯區","0","1","0","7","3","6","50","3","1","1","5","4","6","6","2","1","10","5","5","2","16","3","10","3","1","B03","7","5","1","8","2","5","","84","84","1","12","4","120.727863","24.163278","2"
"11034","66000","387130000C","(04)23274275","(04)23288582","2026","1","27","13","17","臺中市","北屯區","0","0","0","7","","","50","","","","","","","","","","","","","","13","","","","","B03","","","1","","1","","","7","7","1","13","4","120.718657","24.163021","3"
"11035","66000","387130000C","(04)23274275","(04)23288582","2026","1","27","13","18","臺中市","北區","0","0","0","7","","","50","","","","","","","","","","","","","","17","","","","","C03","","","1","","2","","","23","23","1","12","2","120.685401","24.147605","3"
"11036","66000","387130000C","(04)23274275","(04)23288582","2026","1","27","13","20","臺中市","烏日區","0","0","0","7","2","6","50","4","1","1","5","4","6","6","4","4","10","5","5","1","15","","","","","B12","","","1","","2","","","15","15","1","6","4","120.651818","24.06276","3"
"11037","66000","387130000C","(04)23274275","(04)23288582","2026","1","27","13","25","臺中市","南屯區","0","0","0","7","","","50","","","","","","","","","","","","","","16","","","","","B03","","","1","","1","","","14","14","1","12","4","120.610888","24.149417","3"
"11038","66000","387130000C","(04)23274275","(04)23288582","2026","1","27","13","33","臺中市","西屯區","0","0","0","7","","","50","","","","","","","","","","","","","","13","","","","","B03","","","1","","1","","","59","59","1","12","4","120.641969","24.15787","3"
"11039","66000","387130000C","(04)23274275","(04)23288582","2026","1","27","13","34","臺中市","沙鹿區","0","1","0","7","2","6","60","4","1","1","5","4","6","6","2","1","3","4","5","2","16","3","10","3","1","B03","7","5","3","19","2","6","","47","47","1","12","4","120.607693","24.246644","2"
"11040","66000","387130000C","(04)23274275","(04)23288582","2026","1","27","13","35","臺中市","東區","0","0","0","7","","","1","","","","","","","","","","","","","","17","","","","","C03","","","1","","9","","","84","84","1","12","4","120.693","24.134773","4"
"11041","66000","387130000C","(04)23274275","(04)23288582","2026","1","27","13","35","臺中市","沙鹿區","0","0","0","7","","","50","","","","","","","","","","","","","","13","","","","","B03","","","1","","1","","","59","59","1","12","4","120.562569","24.233781","3"
"11042","66000","387130000C","(04)23274275","(04)23288582","2026","1","27","13","35","臺中市","豐原區","0","0","0","7","","","30","","","","","","","","","","","","","","14","","","","","B03","","","1","","2","","","49","49","1","12","4","120.748699","24.263422","3"
"11043","66000","387130000C","(04)23274275","(04)23288582","2026","1","27","13","38","臺中市","南屯區","0","0","0","7","3","6","50","13","9","1","5","4","6","6","4","4","5","5","5","2","14","","","","","B03","","","1","","2","","","49","49","1","13","4","120.651409","24.150538","3"
"11044","66000","387130000C","(04)23274275","(04)23288582","2026","1","27","13","41","臺中市","神岡區","0","0","0","7","2","6","50","13","9","1","5","4","6","","4","4","1","4","5","2","13","3","10","3","1","B03","7","8","1","8","2","1","1","7","7","1","12","4","120.696682","24.248354","3"
"11045","66000","387130000C","(04)23274275","(04)23288582","2026","1","27","13","42","臺中市","南屯區","0","0","0","7","","","50","","","","","","","","","","","","","","17","","","","","B02","","","1","","2","","","6","6","1","13","4","120.646534","24.140179","3"
"11046","66000","387130000C","(04)23274275","(04)23288582","2026","1","27","13","44","臺中市","南區","0","1","0","7","2","6","50","13","9","1","5","4","6","6","4","4","9","5","5","2","17","2","3","3","1","B03","7","9","1","8","2","8","","85","85","1","12","4","120.671482","24.126922","2"
"11047","66000","387130000C","(04)23274275","(04)23288582","2026","1","27","13","46","臺中市","龍井區","0","1","0","7","2","6","40","3","2","1","5","4","6","6","4","4","8","3","4","1","17","3","10","3","1","B12","7","8","5","19","2","8","","12","12","1","13","4","120.514859","24.199605","2"
"11048","66000","387130000C","(04)23274275","(04)23288582","2026","1","27","13","56","臺中市","南屯區","0","2","0","7","3","6","40","3","1","1","5","4","6","6","4","4","10","5","5","2","13","3","10","5","4","B03","7","6","1","8","2","1","","59","59","1","6","4","120.63824","24.141475","2"
"11049","66000","387130000C","(04)23274275","(04)23288582","2026","1","27","14","3","臺中市","霧峰區","0","1","0","7","3","6","30","4","1","1","5","4","6","6","4","4","10","5","5","1","15","2","9","1","1","C03","7","9","1","10","2","12","","15","15","1","12","4","120.653114","24.067906","2"
"11050","66000","387130000C","(04)23274275","(04)23288582","2026","1","27","14","5","臺中市","南屯區","0","0","0","7","","","50","","","","","","","","","","","","","","16","","","","","C03","","","1","","2","","","14","14","1","12","4","120.638454","24.150675","3"
"11051","66000","387130000C","(04)23274275","(04)23288582","2026","1","27","14","11","臺中市","西區","0","0","0","7","","","50","","","","","","","","","","","","","","13","","","","","C03","","","1","","1","","","84","84","1","12","4","120.671169","24.14069","3"
"11052","66000","387130000C","(04)23274275","(04)23288582","2026","1","27","14","15","臺中市","東區","0","0","0","7","","","50","","","","","","","","","","","","","","17","","","","","B13","","","1","","1","","","51","51","1","6","4","120.706027","24.142738","3"
"11053","66000","387130000C","(04)23274275","(04)23288582","2026","1","27","14","18","臺中市","南區","0","3","0","7","2","6","40","13","8","1","5","4","6","6","4","4","7","4","4","2","13","2","9","2","1","C03","7","9","1","10","2","11","","7","7","1","12","4","120.658451","24.125805","2"
"11054","66000","387130000C","(04)23274275","(04)23288582","2026","1","27","14","18","臺中市","后里區","0","1","0","7","2","6","30","11","9","1","5","4","6","6","4","4","10","5","5","1","11","3","10","3","1","B12","7","9","1","8","2","8","","85","85","1","12","4","120.709514","24.292548","2"
"11055","66000","387130000C","(04)23274275","(04)23288582","2026","1","27","14","24","臺中市","南屯區","0","0","0","7","","","40","","","","","","","","","","","","","","","","","","","C03","","","1","","1","","","84","84","1","12","4","120.634062","24.158014","3"
"11056","66000","387130000C","(04)23274275","(04)23288582","2026","1","27","14","29","臺中市","北屯區","0","0","0","7","","","60","","","","","","","","","","","","","","13","","","","","B03","","","1","","2","","","84","84","1","6","4","120.721139","24.183537","3"
"11057","66000","387130000C","(04)23274275","(04)23288582","2026","1","27","14","29","臺中市","霧峰區","0","1","0","7","2","6","40","13","8","1","5","4","6","6","4","4","1","4","4","1","13","3","10","2","1","C03","7","7","1","9","2","13","","40","40","1","6","4","120.662303","24.071573","2"
"11058","66000","387130000C","(04)23274275","(04)23288582","2026","1","27","14","32","臺中市","北屯區","0","0","0","7","","","50","","","","","","","","","","","","","","13","","","","","C03","","","1","","1","","","7","7","1","13","4","120.665165","24.183906","3"
"11059","66000","387130000C","(04)23274275","(04)23288582","2026","1","27","14","34","臺中市","大甲區","0","1","0","7","1","6","60","3","1","1","5","4","6","6","1","1","5","4","5","1","12","3","10","3","1","B03","7","5","1","8","2","2","","84","84","1","6","4","120.618131","24.339063","2"
"11060","66000","387130000C","(04)23274275","(04)23288582","2026","1","27","14","35","臺中市","太平區","0","0","0","7","","3","80","","","","","","","","","","","","","","12","","","","","B03","","","1","","2","","","40","40","1","13","4","120.7167","24.154495","3"
"11061","66000","387130000C","(04)23274275","(04)23288582","2026","1","27","14","35","臺中市","大肚區","0","0","0","7","","","50","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","49","49","1","6","4","120.549686","24.139825","3"
"11062","66000","387130000C","(04)23274275","(04)23288582","2026","1","27","14","37","臺中市","南區","0","0","0","7","","","50","","","","","","","","","","","","","","13","","","","","B12","","","1","","1","","","7","7","1","6","4","120.670257","24.123116","3"
"11063","66000","387130000C","(04)23274275","(04)23288582","2026","1","27","14","39","臺中市","潭子區","0","0","0","7","","","50","","","","","","","","","","","","","","","","","","","A11","","","1","","2","","","8","8","1","6","4","120.691431","24.215975","3"
"11064","66000","387130000C","(04)23274275","(04)23288582","2026","1","27","14","41","臺中市","西區","0","0","0","7","","","50","","","","","","","","","","","","","","","","","","","B03","","","1","8","1","","","84","84","1","13","4","120.668346","24.129897","3"
"11065","66000","387130000C","(04)23274275","(04)23288582","2026","1","27","14","43","臺中市","西屯區","0","0","0","7","","","40","","","","","","","","","","","","","","17","","","","","B11","","","1","","1","","","84","84","1","12","4","120.618314","24.181218","3"
"11066","66000","387130000C","(04)23274275","(04)23288582","2026","1","27","14","50","臺中市","北屯區","0","2","0","7","2","6","50","13","9","1","5","4","6","6","4","4","10","5","5","2","13","2","9","5","4","C03","7","9","1","10","2","12","","84","84","1","12","4","120.686128","24.171832","2"
"11067","66000","387130000C","(04)23274275","(04)23288582","2026","1","27","14","53","臺中市","西屯區","0","1","0","7","3","6","50","13","9","1","5","4","6","6","1","1","4","3","4","2","13","2","9","1","1","C03","7","9","1","10","2","12","","84","84","1","12","4","120.648099","24.167556","2"
"11068","66000","387130000C","(04)23274275","(04)23288582","2026","1","27","14","55","臺中市","清水區","0","0","0","7","","","50","","","","","","","","","","","","","","17","","","","","B03","","","1","","2","","","49","49","1","12","4","120.583014","24.279337","3"
"11069","66000","387130000C","(04)23274275","(04)23288582","2026","1","27","14","56","臺中市","北屯區","0","1","0","7","2","6","50","4","1","1","5","4","6","6","1","1","10","5","5","2","15","2","9","2","1","C03","7","9","1","10","2","11","14","21","21","1","12","4","120.699919","24.167552","2"
"11070","66000","387130000C","(04)23274275","(04)23288582","2026","1","27","15","3","臺中市","北區","0","1","0","7","2","6","50","13","9","1","5","4","6","6","4","4","10","4","5","2","17","3","10","3","1","B03","7","9","1","8","2","5","","8","8","1","13","4","120.673702","24.165154","2"
"11071","66000","387130000C","(04)23274275","(04)23288582","2026","1","27","15","3","臺中市","大里區","0","1","0","7","2","6","30","13","9","1","5","4","6","6","4","4","10","5","5","2","17","3","10","4","1","B03","7","6","1","8","2","16","","20","20","1","6","4","120.701792","24.096739","2"
"11072","66000","387130000C","(04)23274275","(04)23288582","2026","1","27","15","4","臺中市","西屯區","0","1","0","7","2","6","60","13","7","1","5","4","6","6","4","4","1","4","1","2","13","3","10","5","4","B03","7","9","1","8","1","1","","59","59","1","13","4","120.638482","24.169172","2"
"11073","66000","387130000C","(04)23274275","(04)23288582","2026","1","27","15","6","臺中市","北區","0","0","0","7","","","50","","","","","","","","","","","","","","17","","","","","B03","","","1","","2","","","84","84","1","12","4","120.667278","24.157439","4"
"11074","66000","387130000C","(04)23274275","(04)23288582","2026","1","27","15","10","臺中市","北區","0","1","0","7","2","6","50","3","1","1","5","4","6","6","4","4","9","5","5","2","16","3","10","3","1","B03","7","5","1","8","2","5","","47","47","1","12","4","120.688196","24.160246","2"
"11075","66000","387130000C","(04)23274275","(04)23288582","2026","1","27","15","16","臺中市","北區","0","0","0","7","","","50","","","","","","","","","","","","","","12","","","","","B03","","","1","","2","","","84","84","2","12","4","120.676287","24.146265","3"
"11076","66000","387130000C","(04)23274275","(04)23288582","2026","1","27","15","16","臺中市","南屯區","0","0","0","7","","","40","","","","","","","","","","","","","","21","","","","","B03","","","1","","2","","","77","77","1","6","4","120.652972","24.143818","3"
"11077","66000","387130000C","(04)23274275","(04)23288582","2026","1","27","15","18","臺中市","西屯區","0","0","0","1","","","50","","","","","","","","","","","","","","2","","","","","C03","","","1","","2","","","85","85","1","13","4","120.657858","24.18727","3"
"11078","66000","387130000C","(04)23274275","(04)23288582","2026","1","27","15","19","臺中市","太平區","0","0","0","7","","","30","","","","","","","","","","","","","","","","","","","C03","","","1","","2","","","15","15","1","12","4","120.73287","24.11282","3"
"11079","66000","387130000C","(04)23274275","(04)23288582","2026","1","27","15","20","臺中市","西屯區","0","1","0","7","2","6","50","4","4","1","5","4","6","6","2","1","5","4","5","2","13","4","11","1","1","C03","7","9","1","10","2","12","","7","7","1","5","4","120.647932","24.174361","2"
"11080","66000","387130000C","(04)23274275","(04)23288582","2026","1","27","15","21","臺中市","北屯區","0","1","0","7","2","6","50","13","7","1","5","4","6","6","4","4","9","5","4","2","16","3","10","3","1","B03","7","11","1","8","2","8","","65","65","1","6","4","120.722858","24.172465","2"
"11081","66000","387130000C","(04)23274275","(04)23288582","2026","1","27","15","30","臺中市","西屯區","0","0","0","7","","","50","","","","","","","","","","","","","","1","","","","","C03","","","5","","1","","","4","4","1","13","4","120.652286","24.159705","3"
"11082","66000","387130000C","(04)23274275","(04)23288582","2026","1","27","15","30","臺中市","烏日區","0","1","0","7","2","6","50","13","9","1","5","4","6","6","4","4","9","5","5","2","17","3","10","5","4","B03","7","1","1","8","2","7","","51","51","1","12","4","120.602189","24.109031","2"
"11083","66000","387130000C","(04)23274275","(04)23288582","2026","1","27","15","32","臺中市","南屯區","0","1","0","7","2","6","50","13","9","1","5","4","6","6","4","4","1","4","5","1","17","2","9","2","1","C03","7","9","1","10","2","12","","43","43","1","13","4","120.62818","24.129286","2"
"11084","66000","387130000C","(04)23274275","(04)23288582","2026","1","27","15","37","臺中市","東區","0","0","0","7","","","50","","","","","","","","","","","","","","13","","","","","B03","","","1","","1","","","7","7","1","12","4","120.706164","24.130019","3"
"11085","66000","387130000C","(04)23274275","(04)23288582","2026","1","27","15","38","臺中市","豐原區","0","0","0","7","","","50","","","","","","","","","","","","","","17","","","","","B03","","","1","","2","","","84","84","1","12","4","120.705924","24.238661","3"
"11086","66000","387130000C","(04)23274275","(04)23288582","2026","1","27","15","40","臺中市","西區","0","1","0","7","2","6","50","3","1","1","5","4","6","6","4","4","8","3","4","2","16","3","10","3","1","B03","7","11","1","8","2","4","","45","45","1","12","4","120.653816","24.153593","2"
"11087","66000","387130000C","(04)23274275","(04)23288582","2026","1","27","15","47","臺中市","西屯區","0","0","0","7","","","50","","","","","","","","","","","","","","17","","","","","C03","","","1","","2","","","50","50","1","13","4","120.618148","24.184293","3"
"11088","66000","387130000C","(04)23274275","(04)23288582","2026","1","27","15","47","臺中市","西屯區","0","1","0","7","2","6","50","13","9","1","5","4","6","6","4","4","1","4","5","1","12","3","10","3","1","B01","7","14","1","4","2","4","","76","76","1","12","4","120.638945","24.175048","2"
"11089","66000","387130000C","(04)23274275","(04)23288582","2026","1","27","15","48","臺中市","東勢區","0","1","0","7","3","6","70","8","8","1","5","4","6","6","4","4","1","4","5","1","18","2","9","2","4","C03","7","9","1","10","2","16","","87","87","1","13","4","120.820225","24.260926","2"
"11090","66000","387130000C","(04)23274275","(04)23288582","2026","1","27","15","49","臺中市","西屯區","0","1","0","7","3","6","50","13","9","1","5","4","6","6","4","4","3","4","5","2","12","2","9","5","4","C03","7","9","1","10","2","11","","59","59","1","13","4","120.643026","24.172394","2"
"11091","66000","387130000C","(04)23274275","(04)23288582","2026","1","27","15","51","臺中市","西屯區","0","1","0","7","2","6","30","13","9","1","5","4","6","6","4","4","10","5","5","2","11","2","8","1","1","F03","7","1","7","21","2","16","","51","51","1","13","4","120.665017","24.168343","2"
"11092","66000","387130000C","(04)23274275","(04)23288582","2026","1","27","15","54","臺中市","大里區","0","2","0","7","2","6","50","13","9","1","5","4","6","6","4","4","5","5","5","2","20","2","9","2","1","C03","7","15","1","10","2","11","","84","84","1","12","4","120.690554","24.12121","2"
"11093","66000","387130000C","(04)23274275","(04)23288582","2026","1","27","15","56","臺中市","東區","0","2","0","7","2","6","50","4","1","1","5","4","6","6","1","1","10","5","5","2","17","2","9","1","1","C03","7","5","1","10","2","12","","84","84","1","12","4","120.704769","24.130631","2"
"11094","66000","387130000C","(04)23274275","(04)23288582","2026","1","27","15","58","臺中市","北屯區","0","1","0","7","2","6","50","4","1","1","5","4","6","6","1","1","10","5","5","2","16","3","10","3","1","B01","7","5","1","4","1","5","","20","20","1","6","4","120.70396","24.182162","2"
"11095","66000","387130000C","(04)23274275","(04)23288582","2026","1","27","16","0","臺中市","南屯區","0","0","0","7","","","50","","","","","","","","","","","","","","15","","","","","B03","","","1","","1","","","15","15","1","12","4","120.652026","24.138901","3"
"11096","66000","387130000C","(04)23274275","(04)23288582","2026","1","27","16","1","臺中市","大里區","0","1","0","7","3","6","50","4","1","1","5","4","6","6","1","1","10","5","5","2","3","3","10","3","1","B03","7","6","1","8","2","1","","10","10","1","13","4","120.689649","24.115499","2"
"11097","66000","387130000C","(04)23274275","(04)23288582","2026","1","27","16","2","臺中市","西屯區","0","1","0","7","2","6","50","4","1","1","5","4","6","6","2","1","10","5","5","2","15","3","10","5","4","B03","7","9","1","8","2","5","","21","21","1","13","4","120.621814","24.183484","2"
"11098","66000","387130000C","(04)23274275","(04)23288582","2026","1","27","16","2","臺中市","大里區","0","0","0","7","","","50","","","","","","","","","","","","","","","","","","","A12","","","1","","2","","","84","84","1","12","4","120.66538","24.108413","3"
"11099","66000","387130000C","(04)23274275","(04)23288582","2026","1","27","16","7","臺中市","梧棲區","0","0","0","7","","","50","","","","","","","","","","","","","","13","","","","","C03","","","1","","2","","","58","58","1","12","4","120.538274","24.247838","3"
